Parasite.species,Location,Latitude,Longitude,Chain.length,Host.habitat,parasiteKingdom,parasitePhylum,parasiteClass,parasiteOrder,parasiteFamily,parasiteGenus
Neoechinorhynchus cristatus,Lake Superior,47.723087,-86.940716,2,freshwater,Animalia,Acanthocephala,Eoacanthocephala,Neoechinorhynchida,Neoechinorhynchidae,Neoechinorhynchus
Leptorhynchoides thecatus,Lake Superior,47.723087,-86.940716,4,freshwater,Animalia,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Rhadinorhynchidae,Leptorhynchoides
Neoechinorhynchus cylindratus,Lake Superior,47.723087,-86.940716,4,freshwater,Animalia,Acanthocephala,Eoacanthocephala,Neoechinorhynchida,Neoechinorhynchidae,Neoechinorhynchus
Leptorhynchoides thecatus,Lake Huron,45.0521793,-82.48509399999999,4,freshwater,Animalia,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Rhadinorhynchidae,Leptorhynchoides
Pomphorhynchus bulbocolli,Lake Huron,45.0521793,-82.48509399999999,2,freshwater,Animalia,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Pomphorhynchidae,Pomphorhynchus
Neoechinorhynchus rutili,Lake Huron,45.0521793,-82.48509399999999,4,freshwater,Animalia,Acanthocephala,Eoacanthocephala,Neoechinorhynchida,Neoechinorhynchidae,Neoechinorhynchus
Polymorphus paradoxus,Canada,56.130366,-106.346771,2,freshwater,Animalia,Acanthocephala,Palaeacanthocephala,Polymorphida,Polymorphidae,Polymorphus
Pallisentis nagpurensis,Bangladesh,23.684994,90.356331,3,freshwater,Animalia,Acanthocephala,Eoacanthocephala,Gyracanthocephala,Quadrigyridae,Pallisentis
Aspersentis megarhynchus,Southwest Indian Ocean,-33.137551,81.826172,2,marine,Animalia,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Heteracanthocephalidae,Aspersentis
Moniliformis moniliformis,European USSR (CIS),54.5259614,15.2551187,2,terrestrial,Animalia,Acanthocephala,Archiacanthocephala,Moniliformida,Moniliformidae,Moniliformis
Neoechinorhynchus cristatus,Lake Huron,45.0521793,-82.48509399999999,2,freshwater,Animalia,Acanthocephala,Eoacanthocephala,Neoechinorhynchida,Neoechinorhynchidae,Neoechinorhynchus
Echinorhynchus gadi,Mediterranean,34.5531284,18.0480105,3,marine,Animalia,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Echinorhynchidae,Echinorhynchus
Corynosoma hamanni,Southwest Indian Ocean,-33.137551,81.826172,3,marine,Animalia,Acanthocephala,Palaeacanthocephala,Polymorphida,Polymorphidae,Corynosoma
Bolbosoma vasculosum,Southwest Indian Ocean,-33.137551,81.826172,3,marine,Animalia,Acanthocephala,Palaeacanthocephala,Polymorphida,Polymorphidae,Bolbosoma
Bolbosoma vasculosum,Arabian Sea,12.2501506,64.33717,3,marine,Animalia,Acanthocephala,Palaeacanthocephala,Polymorphida,Polymorphidae,Bolbosoma
Moniliformis moniliformis,Kazakstan,48.019573,66.923684,2,terrestrial,Animalia,Acanthocephala,Archiacanthocephala,Moniliformida,Moniliformidae,Moniliformis
Neoechinorhynchus cylindratus,Lake Huron,45.0521793,-82.48509399999999,4,freshwater,Animalia,Acanthocephala,Eoacanthocephala,Neoechinorhynchida,Neoechinorhynchidae,Neoechinorhynchus
Echinorhynchus gadi,Sea of Japan,38.848848,135,3,marine,Animalia,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Echinorhynchidae,Echinorhynchus
Echinorhynchus truttae,Japan,36.204824,138.252924,2,freshwater,Animalia,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Echinorhynchidae,Echinorhynchus
Pomphorhynchus bulbocolli,Lake Erie,42.0668852,-81.3399414,2,freshwater,Animalia,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Pomphorhynchidae,Pomphorhynchus
Neoechinorhynchus cristatus,Lake Erie,42.0668852,-81.3399414,2,freshwater,Animalia,Acanthocephala,Eoacanthocephala,Neoechinorhynchida,Neoechinorhynchidae,Neoechinorhynchus
Moniliformis moniliformis,Corsica,42.0396042,9.012892599999999,2,terrestrial,Animalia,Acanthocephala,Archiacanthocephala,Moniliformida,Moniliformidae,Moniliformis
Leptorhynchoides thecatus,Lake Erie,42.0668852,-81.3399414,4,freshwater,Animalia,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Rhadinorhynchidae,Leptorhynchoides
Neoechinorhynchus cylindratus,Lake Erie,42.0668852,-81.3399414,4,freshwater,Animalia,Acanthocephala,Eoacanthocephala,Neoechinorhynchida,Neoechinorhynchidae,Neoechinorhynchus
Neoechinorhynchus rutili,Lake Erie,42.0668852,-81.3399414,4,freshwater,Animalia,Acanthocephala,Eoacanthocephala,Neoechinorhynchida,Neoechinorhynchidae,Neoechinorhynchus
Neoechinorhynchus rutili,Lake Ontario,43.6333482,-77.82706689999999,4,freshwater,Animalia,Acanthocephala,Eoacanthocephala,Neoechinorhynchida,Neoechinorhynchidae,Neoechinorhynchus
Leptorhynchoides thecatus,Lake Ontario,43.6333482,-77.82706689999999,4,freshwater,Animalia,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Rhadinorhynchidae,Leptorhynchoides
Filicollis anatis,Italy,41.87194,12.56738,2,freshwater,Animalia,Acanthocephala,Palaeacanthocephala,Polymorphida,Polymorphidae,Filicollis
Neoechinorhynchus saginatus,Lake Ontario,43.6333482,-77.82706689999999,2,freshwater,Animalia,Acanthocephala,Eoacanthocephala,Neoechinorhynchida,Neoechinorhynchidae,Neoechinorhynchus
Neoechinorhynchus cristatus,Lake Ontario,43.6333482,-77.82706689999999,2,freshwater,Animalia,Acanthocephala,Eoacanthocephala,Neoechinorhynchida,Neoechinorhynchidae,Neoechinorhynchus
Pomphorhynchus bulbocolli,Lake Ontario,43.6333482,-77.82706689999999,2,freshwater,Animalia,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Pomphorhynchidae,Pomphorhynchus
Neoechinorhynchus cylindratus,Lake Ontario,43.6333482,-77.82706689999999,4,freshwater,Animalia,Acanthocephala,Eoacanthocephala,Neoechinorhynchida,Neoechinorhynchidae,Neoechinorhynchus
Neoechinorhynchus rutili,Finno-Karelian ASSR,63.15587019999999,32.9905552,4,freshwater,Animalia,Acanthocephala,Eoacanthocephala,Neoechinorhynchida,Neoechinorhynchidae,Neoechinorhynchus
Pomphorhynchus bulbocolli,Saskatchewan,52.9399159,-106.4508639,2,freshwater,Animalia,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Pomphorhynchidae,Pomphorhynchus
Moniliformis moniliformis,Scotland,56.49067119999999,-4.2026458,2,terrestrial,Animalia,Acanthocephala,Archiacanthocephala,Moniliformida,Moniliformidae,Moniliformis
Acanthocephalus anguillae,Finno-Karelian ASSR,63.15587019999999,32.9905552,2,freshwater,Animalia,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Echinorhynchidae,Acanthocephalus
Echinorhynchus cinctulus,Finno-Karelian ASSR,63.15587019999999,32.9905552,2,freshwater,Animalia,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Echinorhynchidae,Echinorhynchus
Corynosoma bullosum,Southwest Atlantic,-14.5994134,-28.6731465,3,marine,Animalia,Acanthocephala,Palaeacanthocephala,Polymorphida,Polymorphidae,Corynosoma
Corynosoma pseudohamanni,Southwest Atlantic,-14.5994134,-28.6731465,3,marine,Animalia,Acanthocephala,Palaeacanthocephala,Polymorphida,Polymorphidae,Corynosoma
Moniliformis clarki,Uzbekistan,41.377491,64.585262,2,terrestrial,Animalia,Acanthocephala,Archiacanthocephala,Moniliformida,Moniliformidae,Moniliformis
Corynosoma strumosum,Iran,32.427908,53.688046,3,marine,Animalia,Acanthocephala,Palaeacanthocephala,Polymorphida,Polymorphidae,Corynosoma
Echinorhynchus gadi,North Sea,56.511018,3.515625,3,marine,Animalia,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Echinorhynchidae,Echinorhynchus
Polymorphus minutus,Armenia,40.069099,45.038189,2,freshwater,Animalia,Acanthocephala,Palaeacanthocephala,Polymorphida,Polymorphidae,Polymorphus
Aspersentis megarhynchus,Southwest Atlantic,-14.5994134,-28.6731465,2,marine,Animalia,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Heteracanthocephalidae,Aspersentis
Metacanthocephalus johnstoni,Southwest Atlantic,-14.5994134,-28.6731465,2,marine,Animalia,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Rhadinorhynchidae,Metacanthocephalus
Corynosoma hamanni,Southwest Atlantic,-14.5994134,-28.6731465,3,marine,Animalia,Acanthocephala,Palaeacanthocephala,Polymorphida,Polymorphidae,Corynosoma
Acanthocephalus anguillae,France,46.227638,2.213749,2,freshwater,Animalia,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Echinorhynchidae,Acanthocephalus
Acanthocephalus lucii,France,46.227638,2.213749,2,freshwater,Animalia,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Echinorhynchidae,Acanthocephalus
Pomphorhynchus laevis,France,46.227638,2.213749,4,freshwater,Animalia,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Pomphorhynchidae,Pomphorhynchus
Corynosoma strumosum,Alaska,64.2008413,-149.4936733,3,marine,Animalia,Acanthocephala,Palaeacanthocephala,Polymorphida,Polymorphidae,Corynosoma
Corynosoma semerme,Alaska,64.2008413,-149.4936733,3,marine,Animalia,Acanthocephala,Palaeacanthocephala,Polymorphida,Polymorphidae,Corynosoma
Polymorphus minutus,Alaska,64.2008413,-149.4936733,2,freshwater,Animalia,Acanthocephala,Palaeacanthocephala,Polymorphida,Polymorphidae,Polymorphus
Filicollis anatis,Armenia,40.069099,45.038189,2,freshwater,Animalia,Acanthocephala,Palaeacanthocephala,Polymorphida,Polymorphidae,Filicollis
Polymorphus minutus,Kazakstan,48.019573,66.923684,2,freshwater,Animalia,Acanthocephala,Palaeacanthocephala,Polymorphida,Polymorphidae,Polymorphus
Centrorhynchus aluconis,"Ukraine, incl. Moldavia",48.379433,31.1655799,3,terrestrial,Animalia,Acanthocephala,Palaeacanthocephala,Polymorphida,Centrorhynchidae,Centrorhynchus
Acanthocephalus anthuris,Spain + Andalusia,37.5442706,-4.7277528,2,freshwater,Animalia,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Echinorhynchidae,Acanthocephalus
Centrorhynchus aluconis,Spain + Andalusia,37.5442706,-4.7277528,3,terrestrial,Animalia,Acanthocephala,Palaeacanthocephala,Polymorphida,Centrorhynchidae,Centrorhynchus
Moniliformis moniliformis,Balearic Islands,39.3587759,2.7356328,2,terrestrial,Animalia,Acanthocephala,Archiacanthocephala,Moniliformida,Moniliformidae,Moniliformis
Bolbosoma vasculosum,Mediterranean,34.5531284,18.0480105,3,marine,Animalia,Acanthocephala,Palaeacanthocephala,Polymorphida,Polymorphidae,Bolbosoma
Neoechinorhynchus cylindratus,Canada,56.130366,-106.346771,4,freshwater,Animalia,Acanthocephala,Eoacanthocephala,Neoechinorhynchida,Neoechinorhynchidae,Neoechinorhynchus
Neoechinorhynchus rutili,Canada,56.130366,-106.346771,4,freshwater,Animalia,Acanthocephala,Eoacanthocephala,Neoechinorhynchida,Neoechinorhynchidae,Neoechinorhynchus
Bolbosoma balaenae,Atlantic Ocean,-14.5994134,-28.6731465,3,marine,Animalia,Acanthocephala,Palaeacanthocephala,Polymorphida,Polymorphidae,Bolbosoma
Bolbosoma vasculosum,Atlantic Ocean,-14.5994134,-28.6731465,3,marine,Animalia,Acanthocephala,Palaeacanthocephala,Polymorphida,Polymorphidae,Bolbosoma
Corynosoma cetaceum,Atlantic Ocean,-14.5994134,-28.6731465,3,marine,Animalia,Acanthocephala,Palaeacanthocephala,Polymorphida,Polymorphidae,Corynosoma
Echinorhynchus truttae,"England, Wales + Isle of Man",54.236107,-4.548056,2,freshwater,Animalia,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Echinorhynchidae,Echinorhynchus
Pomphorhynchus laevis,Italy,41.87194,12.56738,4,freshwater,Animalia,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Pomphorhynchidae,Pomphorhynchus
Pomphorhynchus laevis,Greece,39.074208,21.824312,4,freshwater,Animalia,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Pomphorhynchidae,Pomphorhynchus
Pomphorhynchus laevis,European USSR (CIS),54.5259614,15.2551187,4,freshwater,Animalia,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Pomphorhynchidae,Pomphorhynchus
Golvanacanthus blennii,Black Sea,43.41302899999999,34.299316,2,marine,Animalia,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Rhadinorhynchidae,Golvanacanthus
Filicollis anatis,Germany,51.165691,10.451526,2,freshwater,Animalia,Acanthocephala,Palaeacanthocephala,Polymorphida,Polymorphidae,Filicollis
Plagiorhynchus cylindraceus,United States,37.09024,-95.712891,2,terrestrial,Animalia,Acanthocephala,Palaeacanthocephala,Polymorphida,Plagiorhynchidae,Plagiorhynchus
Moniliformis moniliformis,Indonesia & Malaysia,-0.789275,113.921327,2,terrestrial,Animalia,Acanthocephala,Archiacanthocephala,Moniliformida,Moniliformidae,Moniliformis
Moniliformis moniliformis,Fijian Islands,-17.713371,178.065032,2,terrestrial,Animalia,Acanthocephala,Archiacanthocephala,Moniliformida,Moniliformidae,Moniliformis
Corynosoma strumosum,Turkmenistan,38.969719,59.556278,3,marine,Animalia,Acanthocephala,Palaeacanthocephala,Polymorphida,Polymorphidae,Corynosoma
Macracanthorhynchus catulinus,Turkmenistan,38.969719,59.556278,3,terrestrial,Animalia,Acanthocephala,Archiacanthocephala,Oligacanthorhynchida,Oligacanthorhynchidae,Macracanthorhynchus
Filicollis anatis,Kirgizia,41.20438,74.766098,2,freshwater,Animalia,Acanthocephala,Palaeacanthocephala,Polymorphida,Polymorphidae,Filicollis
Moniliformis moniliformis,United States,37.09024,-95.712891,2,terrestrial,Animalia,Acanthocephala,Archiacanthocephala,Moniliformida,Moniliformidae,Moniliformis
Acanthocephalus anguillae,Azerbaidzan,40.143105,47.576927,2,freshwater,Animalia,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Echinorhynchidae,Acanthocephalus
Corynosoma strumosum,Azerbaidzan,40.143105,47.576927,3,marine,Animalia,Acanthocephala,Palaeacanthocephala,Polymorphida,Polymorphidae,Corynosoma
Pomphorhynchus laevis,Azerbaidzan,40.143105,47.576927,4,freshwater,Animalia,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Pomphorhynchidae,Pomphorhynchus
Moniliformis moniliformis,Colorado,39.5500507,-105.7820674,2,terrestrial,Animalia,Acanthocephala,Archiacanthocephala,Moniliformida,Moniliformidae,Moniliformis
Macracanthorhynchus ingens,Arkansas,35.20105,-91.8318334,3,terrestrial,Animalia,Acanthocephala,Archiacanthocephala,Oligacanthorhynchida,Oligacanthorhynchidae,Macracanthorhynchus
Oligacanthorhynchus tortuosa,Arkansas,35.20105,-91.8318334,2,terrestrial,Animalia,Acanthocephala,Archiacanthocephala,Oligacanthorhynchida,Oligacanthorhynchidae,Oligacanthorhynchus
Neoechinorhynchus cylindratus,Louisiana,30.9842977,-91.96233269999999,4,freshwater,Animalia,Acanthocephala,Eoacanthocephala,Neoechinorhynchida,Neoechinorhynchidae,Neoechinorhynchus
Corynosoma strumosum,North Sea,56.511018,3.515625,3,marine,Animalia,Acanthocephala,Palaeacanthocephala,Polymorphida,Polymorphidae,Corynosoma
Corynosoma strumosum,Baltic Sea,58.48795200000001,19.863281,3,marine,Animalia,Acanthocephala,Palaeacanthocephala,Polymorphida,Polymorphidae,Corynosoma
Centrorhynchus milvus,Senegal,14.497401,-14.452362,3,terrestrial,Animalia,Acanthocephala,Palaeacanthocephala,Polymorphida,Centrorhynchidae,Centrorhynchus
Moniliformis clarki,Florida,27.6648274,-81.5157535,2,terrestrial,Animalia,Acanthocephala,Archiacanthocephala,Moniliformida,Moniliformidae,Moniliformis
Macracanthorhynchus ingens,Florida,27.6648274,-81.5157535,3,terrestrial,Animalia,Acanthocephala,Archiacanthocephala,Oligacanthorhynchida,Oligacanthorhynchidae,Macracanthorhynchus
Moniliformis moniliformis,Iraq,33.223191,43.679291,2,terrestrial,Animalia,Acanthocephala,Archiacanthocephala,Moniliformida,Moniliformidae,Moniliformis
Pomphorhynchus laevis,Austria,47.516231,14.550072,4,freshwater,Animalia,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Pomphorhynchidae,Pomphorhynchus
Acanthocephalus lucii,Austria,47.516231,14.550072,2,freshwater,Animalia,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Echinorhynchidae,Acanthocephalus
Acanthocephalus anguillae,Austria,47.516231,14.550072,2,freshwater,Animalia,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Echinorhynchidae,Acanthocephalus
Polymorphus minutus,Germany,51.165691,10.451526,2,freshwater,Animalia,Acanthocephala,Palaeacanthocephala,Polymorphida,Polymorphidae,Polymorphus
Prosthenorchis elegans,"Ukraine, incl. Moldavia",48.379433,31.1655799,2,terrestrial,Animalia,Acanthocephala,Archiacanthocephala,Oligacanthorhynchida,Oligacanthorhynchidae,Prosthenorchis
Corynosoma semerme,Northwest Territories,64.8255441,-124.8457334,3,marine,Animalia,Acanthocephala,Palaeacanthocephala,Polymorphida,Polymorphidae,Corynosoma
Echinorhynchus gadi,Western coast of British Isles,56.41323389999999,-5.472362899999999,3,marine,Animalia,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Echinorhynchidae,Echinorhynchus
Mediorhynchus grandis,Oklahoma,35.0077519,-97.092877,2,terrestrial,Animalia,Acanthocephala,Archiacanthocephala,Gigantorhynchida,Giganthorhynchidae,Mediorhynchus
Leptorhynchoides thecatus,New Hampshire/Vermont/Massachusetts/Connecticut/Rhode Is.,43.2509279,-71.9273024,4,freshwater,Animalia,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Rhadinorhynchidae,Leptorhynchoides
Bolbosoma balaenae,Arctic Ocean,65.2481624,-60.4620977,3,marine,Animalia,Acanthocephala,Palaeacanthocephala,Polymorphida,Polymorphidae,Bolbosoma
Octospiniferoides chandleri,Mexico,23.634501,-102.552784,3,freshwater,Animalia,Acanthocephala,Eoacanthocephala,Neoechinorhynchida,Neoechinorhynchidae,Octospiniferoides
Dollfusentis chandleri,Mexico,23.634501,-102.552784,2,marine,Animalia,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Illiosentidae,Dollfusentis
Polymorphus contortus,Baltic Sea,58.48795200000001,19.863281,2,freshwater,Animalia,Acanthocephala,Palaeacanthocephala,Polymorphida,Polymorphidae,Polymorphus
Centrorhynchus aluconis,Scotland,56.49067119999999,-4.2026458,3,terrestrial,Animalia,Acanthocephala,Palaeacanthocephala,Polymorphida,Centrorhynchidae,Centrorhynchus
Moniliformis clarki,Arkansas,35.20105,-91.8318334,2,terrestrial,Animalia,Acanthocephala,Archiacanthocephala,Moniliformida,Moniliformidae,Moniliformis
Acanthocephalus tumescens,Chile,-35.675147,-71.542969,3,freshwater,Animalia,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Echinorhynchidae,Acanthocephalus
Acanthocephalus anguillae,Baltic Sea,58.48795200000001,19.863281,2,freshwater,Animalia,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Echinorhynchidae,Acanthocephalus
Acanthocephalus lucii,Baltic Sea,58.48795200000001,19.863281,2,freshwater,Animalia,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Echinorhynchidae,Acanthocephalus
Pomphorhynchus laevis,Armenia,40.069099,45.038189,4,freshwater,Animalia,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Pomphorhynchidae,Pomphorhynchus
Neoechinorhynchus rutili,Austria,47.516231,14.550072,4,freshwater,Animalia,Acanthocephala,Eoacanthocephala,Neoechinorhynchida,Neoechinorhynchidae,Neoechinorhynchus
Acanthocephalus ranae,Austria,47.516231,14.550072,2,freshwater,Animalia,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Echinorhynchidae,Acanthocephalus
Corynosoma strumosum,Austria,47.516231,14.550072,3,marine,Animalia,Acanthocephala,Palaeacanthocephala,Polymorphida,Polymorphidae,Corynosoma
Polymorphus contortus,Austria,47.516231,14.550072,2,freshwater,Animalia,Acanthocephala,Palaeacanthocephala,Polymorphida,Polymorphidae,Polymorphus
Polymorphus minutus,Austria,47.516231,14.550072,2,freshwater,Animalia,Acanthocephala,Palaeacanthocephala,Polymorphida,Polymorphidae,Polymorphus
Arhythmorhynchus frassoni,Austria,47.516231,14.550072,2,marine,Animalia,Acanthocephala,Palaeacanthocephala,Polymorphida,Polymorphidae,Arhythmorhynchus
Filicollis anatis,Austria,47.516231,14.550072,2,freshwater,Animalia,Acanthocephala,Palaeacanthocephala,Polymorphida,Polymorphidae,Filicollis
Centrorhynchus aluconis,Austria,47.516231,14.550072,3,terrestrial,Animalia,Acanthocephala,Palaeacanthocephala,Polymorphida,Centrorhynchidae,Centrorhynchus
Prosthenorchis elegans,Austria,47.516231,14.550072,2,terrestrial,Animalia,Acanthocephala,Archiacanthocephala,Oligacanthorhynchida,Oligacanthorhynchidae,Prosthenorchis
Corynosoma strumosum,Georgia (USSR),42.315407,43.35689199999999,3,marine,Animalia,Acanthocephala,Palaeacanthocephala,Polymorphida,Polymorphidae,Corynosoma
Echinorhynchus cinctulus,Finland,61.92410999999999,25.7481511,2,freshwater,Animalia,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Echinorhynchidae,Echinorhynchus
Pomphorhynchus laevis,Georgia (USSR),42.315407,43.35689199999999,4,freshwater,Animalia,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Pomphorhynchidae,Pomphorhynchus
Acanthocephalus anguillae,Georgia (USSR),42.315407,43.35689199999999,2,freshwater,Animalia,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Echinorhynchidae,Acanthocephalus
Echinorhynchus salmonis,Baltic Sea,58.48795200000001,19.863281,3,freshwater,Animalia,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Echinorhynchidae,Echinorhynchus
Echinorhynchus gadi,Finland,61.92410999999999,25.7481511,3,marine,Animalia,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Echinorhynchidae,Echinorhynchus
Neoechinorhynchus rutili,Georgia (USSR),42.315407,43.35689199999999,4,freshwater,Animalia,Acanthocephala,Eoacanthocephala,Neoechinorhynchida,Neoechinorhynchidae,Neoechinorhynchus
Acanthocephalus dirus,Lake Superior,47.723087,-86.940716,2,freshwater,Animalia,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Echinorhynchidae,Acanthocephalus
Echinorhynchus salmonis,Lake Superior,47.723087,-86.940716,3,freshwater,Animalia,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Echinorhynchidae,Echinorhynchus
Macracanthorhynchus ingens,North Carolina,35.7595731,-79.01929969999999,3,terrestrial,Animalia,Acanthocephala,Archiacanthocephala,Oligacanthorhynchida,Oligacanthorhynchidae,Macracanthorhynchus
